Artist,Genre,Artist_uri,Artist_id
Mitski,indie,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,2uYWxilOVlUdk4oV9DvwqK
Florida Georgia Line,country,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,3b8QkneNDz4JHKKKlLgYZg
Luke Combs,country,spotify:artist:718COspgdWOnwOFpJHRZHS,718COspgdWOnwOFpJHRZHS
Kane Brown,country,spotify:artist:3oSJ7TBVCWMDMiYjXNiCKE,3oSJ7TBVCWMDMiYjXNiCKE
Jason Aldean,country,spotify:artist:3FfvYsEGaIb52QPXhg4DcH,3FfvYsEGaIb52QPXhg4DcH
Dan + Shay,country,spotify:artist:7z5WFjZAIYejWy0NI5lv4T,7z5WFjZAIYejWy0NI5lv4T
Luke Bryan,country,spotify:artist:0BvkDsjIUla7X0k6CSWh1I,0BvkDsjIUla7X0k6CSWh1I
Thomas Rhett,country,spotify:artist:6x2LnllRG5uGarZMsD4iO8,6x2LnllRG5uGarZMsD4iO8
Kenny Chesney,country,spotify:artist:3grHWM9bx2E9vwJCdlRv9O,3grHWM9bx2E9vwJCdlRv9O
Eric Church,country,spotify:artist:2IvkS5MXK0vPGnwyJsrEyV,2IvkS5MXK0vPGnwyJsrEyV
Tim McGraw,country,spotify:artist:6roFdX1y5BYSbp60OTJWMd,6roFdX1y5BYSbp60OTJWMd
Chris Stapleton,country,spotify:artist:4YLtscXsxbVgi031ovDDdh,4YLtscXsxbVgi031ovDDdh
Blake Shelton,country,spotify:artist:1UTPBmNbXNTittyMJrNkvw,1UTPBmNbXNTittyMJrNkvw
Keith Urban,country,spotify:artist:0u2FHSq3ln94y5Q57xazwf,0u2FHSq3ln94y5Q57xazwf
George Strait,country,spotify:artist:5vngPClqofybhPERIqQMYd,5vngPClqofybhPERIqQMYd
Zac Brown Band,country,spotify:artist:6yJCxee7QumYr820xdIsjo,6yJCxee7QumYr820xdIsjo
Johnny Cash,country,spotify:artist:6kACVPfCOnqzgfEF5ryl0x,6kACVPfCOnqzgfEF5ryl0x
Old Dominion,country,spotify:artist:6y8XlgIV8BLlIg1tT1R10i,6y8XlgIV8BLlIg1tT1R10i
Dierks Bentley,country,spotify:artist:7x8nK0m0cP2ksQf0mjWdPS,7x8nK0m0cP2ksQf0mjWdPS
Sam Hunt,country,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,2kucQ9jQwuD8jWdtR9Ef38
Maren Morris,country,spotify:artist:6WY7D3jk8zTrHtmkqqo5GI,6WY7D3jk8zTrHtmkqqo5GI
Carrie Underwood,country,spotify:artist:4xFUf1FHVy696Q1JQZMTRj,4xFUf1FHVy696Q1JQZMTRj
Rascal Flatts,country,spotify:artist:0a1gHP0HAqALbEyxaD5Ngn,0a1gHP0HAqALbEyxaD5Ngn
Chris Young,country,spotify:artist:4BYxqVkZyFjtik7crYLg5Q,4BYxqVkZyFjtik7crYLg5Q
Brett Young,country,spotify:artist:0fiWOxhsBsQQvFDtxUQWo0,0fiWOxhsBsQQvFDtxUQWo0
Kelsea Ballerini,country,spotify:artist:3RqBeV12Tt7A8xH3zBDDUF,3RqBeV12Tt7A8xH3zBDDUF
Alan Jackson,country,spotify:artist:4mxWe1mtYIYfP040G38yvS,4mxWe1mtYIYfP040G38yvS
Cole Swindell,country,spotify:artist:1mfDfLsMxYcOOZkzBxvSVW,1mfDfLsMxYcOOZkzBxvSVW
Jon Pardi,country,spotify:artist:4MoAOfV4ROWofLG3a3hhBN,4MoAOfV4ROWofLG3a3hhBN
Miranda Lambert,country,spotify:artist:66lH4jAE7pqPlOlzUKbwA0,66lH4jAE7pqPlOlzUKbwA0
Dustin Lynch,country,spotify:artist:1dID9zgn0OV0Y8ud7Mh2tS,1dID9zgn0OV0Y8ud7Mh2tS
Toby Keith,country,spotify:artist:2bA6fzP0lMAQ4kz6CF61w8,2bA6fzP0lMAQ4kz6CF61w8
Lee Brice,country,spotify:artist:5Zq7R5qmi58ByYyBQTlNuk,5Zq7R5qmi58ByYyBQTlNuk
Brantley Gilbert,country,spotify:artist:5q8HGNo0BjLWaTAhRtbwxa,5q8HGNo0BjLWaTAhRtbwxa
Upchurch,country,spotify:artist:2pSObt5Fk8izuX8ZfI3jRn,2pSObt5Fk8izuX8ZfI3jRn
Billy Currington,country,spotify:artist:1By9QBFnjZAoI83BZppHlt,1By9QBFnjZAoI83BZppHlt
Jake Owen,country,spotify:artist:1n2pb9Tsfe4SwAjmUac6YT,1n2pb9Tsfe4SwAjmUac6YT
Darius Rucker,country,spotify:artist:7FY5V3XMwlNBPitEjXowHQ,7FY5V3XMwlNBPitEjXowHQ
Kacey Musgraves,country,spotify:artist:70kkdajctXSbqSMJbQO424,70kkdajctXSbqSMJbQO424
Brett Eldredge,country,spotify:artist:0qSX3s5pJnAlSsgsCne8Cz,0qSX3s5pJnAlSsgsCne8Cz
Brad Paisley,country,spotify:artist:13YmWQJFwgZrd4bf5IjMY4,13YmWQJFwgZrd4bf5IjMY4
Rodney Atkins,country,spotify:artist:2qgvmDsc4jrqbAbjq1HGM2,2qgvmDsc4jrqbAbjq1HGM2
Brothers Osborne,country,spotify:artist:39NR3AUhpbbqKM33vWn2fp,39NR3AUhpbbqKM33vWn2fp
Jordan Davis,country,spotify:artist:77kULmXAQ6vWer7IIHdGzI,77kULmXAQ6vWer7IIHdGzI
Cody Johnson,country,spotify:artist:6zLBxLdl60ekBLpawtT63I,6zLBxLdl60ekBLpawtT63I
Josh Turner,country,spotify:artist:7vCtweS8UVAXTyau2j0rDT,7vCtweS8UVAXTyau2j0rDT
Lauren Alaina,country,spotify:artist:1v3tdpIdBSW14rHUfiEVOv,1v3tdpIdBSW14rHUfiEVOv
Morgan Wallen,country,spotify:artist:4oUHIQIBe0LHzYfvXNW4QM,4oUHIQIBe0LHzYfvXNW4QM
Brooks & Dunn,country,spotify:artist:0XKOBt59crntr7HQXXO8Yz,0XKOBt59crntr7HQXXO8Yz
Chase Rice,country,spotify:artist:6pBNfggcZZDCmb0p92OnGn,6pBNfggcZZDCmb0p92OnGn
Russell Dickerson,country,spotify:artist:1E2AEtxaFaJtH0lO7kgNKw,1E2AEtxaFaJtH0lO7kgNKw
LANCO,country,spotify:artist:2lRH2dgU5Kk4Bc5phmII4T,2lRH2dgU5Kk4Bc5phmII4T
Lady Antebellum,country,spotify:artist:32WkQRZEVKSzVAAYqukAEA,32WkQRZEVKSzVAAYqukAEA
Chris Lane,country,spotify:artist:68abRTdO4meYReMWHvBYb0,68abRTdO4meYReMWHvBYb0
Hunter Hayes,country,spotify:artist:7H6dkUChT5EoOQtUVMg4cN,7H6dkUChT5EoOQtUVMg4cN
"Hank Williams, Jr.",country,spotify:artist:2dyeCWctcFRt3Pha76ONgb,2dyeCWctcFRt3Pha76ONgb
Kip Moore,country,spotify:artist:2hJPr4lk7Q8SSvCVBl9fWM,2hJPr4lk7Q8SSvCVBl9fWM
Willie Nelson,country,spotify:artist:5W5bDNCqJ1jbCgTxDD0Cb3,5W5bDNCqJ1jbCgTxDD0Cb3
Little Big Town,country,spotify:artist:3CygdxquGHurS7f9LjNLkv,3CygdxquGHurS7f9LjNLkv
Dolly Parton,country,spotify:artist:32vWCbZh0xZ4o9gkz4PsEU,32vWCbZh0xZ4o9gkz4PsEU
Justin Moore,country,spotify:artist:30e8DmahrEamvLbFRPdWmk,30e8DmahrEamvLbFRPdWmk
Dixie Chicks,country,spotify:artist:25IG9fa7cbdmCIy3OnuH57,25IG9fa7cbdmCIy3OnuH57
Alabama,country,spotify:artist:6rJqqRce0Kvo2dJUXoHleC,6rJqqRce0Kvo2dJUXoHleC
Shania Twain,country,spotify:artist:5e4Dhzv426EvQe3aDb64jL,5e4Dhzv426EvQe3aDb64jL
Waylon Jennings,country,spotify:artist:7wCjDgV6nqBsHguQXPAaIM,7wCjDgV6nqBsHguQXPAaIM
Eli Young Band,country,spotify:artist:6eKWqnckwdIlSnjaYgIyxv,6eKWqnckwdIlSnjaYgIyxv
Craig Campbell,country,spotify:artist:7tkwiWhGKSuQV8LwPWceWN,7tkwiWhGKSuQV8LwPWceWN
Scotty McCreery,country,spotify:artist:6ZV6lGY0prbqpTD0Md8i29,6ZV6lGY0prbqpTD0Md8i29
Travis Tritt,country,spotify:artist:2M4Yt7oKGoYd0wqU44k4i2,2M4Yt7oKGoYd0wqU44k4i2
Faith Hill,country,spotify:artist:25NQNriVT2YbSW80ILRWJa,25NQNriVT2YbSW80ILRWJa
Sugarland,country,spotify:artist:0hYxQe3AK5jBPCr5MumLHD,0hYxQe3AK5jBPCr5MumLHD
Pistol Annies,country,spotify:artist:2wSgVsgLUZeDJwoLcPO7ny,2wSgVsgLUZeDJwoLcPO7ny
Mitchell Tenpenny,country,spotify:artist:1p6CdzJRoicjRcSdWoB9Qc,1p6CdzJRoicjRcSdWoB9Qc
Randy Travis,country,spotify:artist:1pTuR132U5b4Rizal2Pr7m,1pTuR132U5b4Rizal2Pr7m
Tracy Lawrence,country,spotify:artist:2BQVRw9md4UKcGUrDXABCD,2BQVRw9md4UKcGUrDXABCD
Walker Hayes,country,spotify:artist:7sKxqpSqbIzphAKAhrqvlf,7sKxqpSqbIzphAKAhrqvlf
Granger Smith,country,spotify:artist:4sTFGCigAQIUiEy8wSSQNF,4sTFGCigAQIUiEy8wSSQNF
Tyler Farr,country,spotify:artist:3vHV92ecrylnUHDM4d2MtC,3vHV92ecrylnUHDM4d2MtC
Randy Houser,country,spotify:artist:56x8mYvS3cyDGAi8N2FxbB,56x8mYvS3cyDGAi8N2FxbB
Dylan Scott,country,spotify:artist:78YqeIji3mgAS2K1Maca6x,78YqeIji3mgAS2K1Maca6x
Jimmie Allen,country,spotify:artist:147nKr9upHZSSxqCzh9j7c,147nKr9upHZSSxqCzh9j7c
Frankie Ballard,country,spotify:artist:0dvKgSdNB2U1gfp6ZcekYi,0dvKgSdNB2U1gfp6ZcekYi
Montgomery Gentry,country,spotify:artist:3bGXaFVQLASmDMdjjeJr8a,3bGXaFVQLASmDMdjjeJr8a
Craig Morgan,country,spotify:artist:6ktyNEnEukKzskQEiXgCFD,6ktyNEnEukKzskQEiXgCFD
Colt Ford,country,spotify:artist:0OpWIlokQeE7BNQMhuu2Nx,0OpWIlokQeE7BNQMhuu2Nx
Clay Walker,country,spotify:artist:4MPkNgar5uTd8Sqvrr7par,4MPkNgar5uTd8Sqvrr7par
Chris Janson,country,spotify:artist:60gmlHZmT16wiO9GiXKYK9,60gmlHZmT16wiO9GiXKYK9
Jamey Johnson,country,spotify:artist:5yhxqYI0JBwUKfXpSEjiM8,5yhxqYI0JBwUKfXpSEjiM8
Trace Adkins,country,spotify:artist:79FMDwzZQxHgSkIYBl3ODU,79FMDwzZQxHgSkIYBl3ODU
Reba McEntire,country,spotify:artist:02rd0anEWfMtF7iMku9uor,02rd0anEWfMtF7iMku9uor
Danielle Bradbery,country,spotify:artist:5iqStkZi6QmG8sgQZQrfGN,5iqStkZi6QmG8sgQZQrfGN
Gary Allan,country,spotify:artist:37W8SKV5Vc8lcGtdyWCA5m,37W8SKV5Vc8lcGtdyWCA5m
John Michael Montgomery,country,spotify:artist:7mPcfx7PhnBh6n4HMCd61A,7mPcfx7PhnBh6n4HMCd61A
Morgan Evans,country,spotify:artist:6fzQ81ouajOEFqCIB9VwrS,6fzQ81ouajOEFqCIB9VwrS
Turnpike Troubadours,country,spotify:artist:1YSA4byX5AL1zoTsSTlB03,1YSA4byX5AL1zoTsSTlB03
Devin Dawson,country,spotify:artist:2ySHS7UojGu20XfUPaBlyu,2ySHS7UojGu20XfUPaBlyu
The Lacs,country,spotify:artist:23OFz99wX0NDBBwrxthLWU,23OFz99wX0NDBBwrxthLWU
Lonestar,country,spotify:artist:3qbnxnvUqR14MJ9g8QwZJK,3qbnxnvUqR14MJ9g8QwZJK
Logan Mize,country,spotify:artist:7tje8UB3cuR1ZfeJx2U38T,7tje8UB3cuR1ZfeJx2U38T
George Jones,country,spotify:artist:2OpqcUtj10HHvGG6h9VYC5,2OpqcUtj10HHvGG6h9VYC5
Phil Vassar,country,spotify:artist:1XhhO2dTs2fKyhILj0aam6,1XhhO2dTs2fKyhILj0aam6
Frank Ocean,soul,spotify:artist:2h93pZq0e7k5yf4dywlkpM,2h93pZq0e7k5yf4dywlkpM
John Legend,soul,spotify:artist:5y2Xq6xcjJb2jVM54GHK3t,5y2Xq6xcjJb2jVM54GHK3t
Amy Winehouse,soul,spotify:artist:6Q192DXotxtaysaqNPy5yR,6Q192DXotxtaysaqNPy5yR
Marvin Gaye,soul,spotify:artist:3koiLjNrgRTNbOwViDipeA,3koiLjNrgRTNbOwViDipeA
Stevie Wonder,soul,spotify:artist:7guDJrEfX3qb6FEbdPA5qi,7guDJrEfX3qb6FEbdPA5qi
Aretha Franklin,soul,spotify:artist:7nwUJBm0HE4ZxD3f5cy5ok,7nwUJBm0HE4ZxD3f5cy5ok
Alicia Keys,soul,spotify:artist:3DiDSECUqqY1AuBP8qtaIa,3DiDSECUqqY1AuBP8qtaIa
Otis Redding,soul,spotify:artist:60df5JBRRPcnSpsIMxxwQm,60df5JBRRPcnSpsIMxxwQm
The Temptations,soul,spotify:artist:3RwQ26hR2tJtA8F9p2n7jG,3RwQ26hR2tJtA8F9p2n7jG
Whethan,soul,spotify:artist:0vqJkZ0RpLZixt3lTmD8vP,0vqJkZ0RpLZixt3lTmD8vP
Sade,soul,spotify:artist:47zz7sob9NUcODy0BTDvKx,47zz7sob9NUcODy0BTDvKx
Vory,soul,spotify:artist:0GeeIVcvGA8GSlWsoY1dkG,0GeeIVcvGA8GSlWsoY1dkG
"Earth, Wind & Fire",soul,spotify:artist:4QQgXkCYTt3BlENzhyNETg,4QQgXkCYTt3BlENzhyNETg
Bill Withers,soul,spotify:artist:1ThoqLcyIYvZn7iWbj8fsj,1ThoqLcyIYvZn7iWbj8fsj
Al Green,soul,spotify:artist:3dkbV4qihUeMsqN4vBGg93,3dkbV4qihUeMsqN4vBGg93
James Blake,soul,spotify:artist:53KwLdlmrlCelAZMaLVZqU,53KwLdlmrlCelAZMaLVZqU
GASHI,soul,spotify:artist:0JOxt5QOwq0czoJxvSc5hS,0JOxt5QOwq0czoJxvSc5hS
Still Woozy,soul,spotify:artist:4iMO20EPodreIaEl8qW66y,4iMO20EPodreIaEl8qW66y
Brent Faiyaz,soul,spotify:artist:3tlXnStJ1fFhdScmQeLpuG,3tlXnStJ1fFhdScmQeLpuG
The Isley Brothers,soul,spotify:artist:53QzNeFpzAaXYnrDBbDrIp,53QzNeFpzAaXYnrDBbDrIp
Rag'n'Bone Man,soul,spotify:artist:4f9iBmdUOhQWeP7dcAn1pf,4f9iBmdUOhQWeP7dcAn1pf
Majid Jordan,soul,spotify:artist:4HzKw8XcD0piJmDrrPRCYk,4HzKw8XcD0piJmDrrPRCYk
HONNE,soul,spotify:artist:0Vw76uk7P8yVtTClWyOhac,0Vw76uk7P8yVtTClWyOhac
Nao,soul,spotify:artist:7aFTOGFDEqDtJUCziLVsVC,7aFTOGFDEqDtJUCziLVsVC
Erykah Badu,soul,spotify:artist:7IfculRW2WXyzNQ8djX8WX,7IfculRW2WXyzNQ8djX8WX
Sam Cooke,soul,spotify:artist:6hnWRPzGGKiapVX1UCdEAC,6hnWRPzGGKiapVX1UCdEAC
Anna Of The North,soul,spotify:artist:1mSJCvDX0W7Dn7S9C6vmvI,1mSJCvDX0W7Dn7S9C6vmvI
24hrs,soul,spotify:artist:4isewEHTP7Az2QheDdBQ6J,4isewEHTP7Az2QheDdBQ6J
THEY.,soul,spotify:artist:0pghUohLPptZWBasy2wmUx,0pghUohLPptZWBasy2wmUx
Mura Masa,soul,spotify:artist:5Q81rlcTFh3k6DQJXPdsot,5Q81rlcTFh3k6DQJXPdsot
Mary J. Blige,soul,spotify:artist:1XkoF8ryArs86LZvFOkbyr,1XkoF8ryArs86LZvFOkbyr
Janelle Mone,soul,spotify:artist:6ueGR6SWhUJfvEhqkvMsVs,6ueGR6SWhUJfvEhqkvMsVs
Shallou,soul,spotify:artist:7C3Cbtr2PkH2l4tOGhtCsk,7C3Cbtr2PkH2l4tOGhtCsk
Sampha,soul,spotify:artist:2WoVwexZuODvclzULjPQtm,2WoVwexZuODvclzULjPQtm
Elohim,soul,spotify:artist:6wKxOKEA3K6R2UZ3COLXEY,6wKxOKEA3K6R2UZ3COLXEY
Roy Woods,soul,spotify:artist:7mDU6nMUJnOSY2Hkjz5oqM,7mDU6nMUJnOSY2Hkjz5oqM
Etta James,soul,spotify:artist:0iOVhN3tnSvgDbcg25JoJb,0iOVhN3tnSvgDbcg25JoJb
Nina Simone,soul,spotify:artist:7G1GBhoKtEPnP86X2PvEYO,7G1GBhoKtEPnP86X2PvEYO
Estelle,soul,spotify:artist:5T0MSzX9RC5NA6gAI6irSn,5T0MSzX9RC5NA6gAI6irSn
RKCB,soul,spotify:artist:4QDvXnbmw1znkqkK1119Fc,4QDvXnbmw1znkqkK1119Fc
Snoh Aalegra,soul,spotify:artist:1A9o3Ljt67pFZ89YtPPL5X,1A9o3Ljt67pFZ89YtPPL5X
Xavier Omr,soul,spotify:artist:3UjPnt2nRmw10N58bBeNOg,3UjPnt2nRmw10N58bBeNOg
Ray Charles,soul,spotify:artist:1eYhYunlNJlDoQhtYBvPsi,1eYhYunlNJlDoQhtYBvPsi
ayokay,soul,spotify:artist:4BzCdhJTyTS3gumq9xmymb,4BzCdhJTyTS3gumq9xmymb
Gnarls Barkley,soul,spotify:artist:5SbkVQYYzlw1kte75QIabH,5SbkVQYYzlw1kte75QIabH
Anthony Hamilton,soul,spotify:artist:2DzRMyWgjuMbYvt5BLbpCo,2DzRMyWgjuMbYvt5BLbpCo
Ms. Lauryn Hill,soul,spotify:artist:2Mu5NfyYm8n5iTomuKAEHl,2Mu5NfyYm8n5iTomuKAEHl
Janet Jackson,soul,spotify:artist:4qwGe91Bz9K2T8jXTZ815W,4qwGe91Bz9K2T8jXTZ815W
Ravyn Lenae,soul,spotify:artist:5RTLRtXjbXI2lSXc6jxlAz,5RTLRtXjbXI2lSXc6jxlAz
St. Paul & The Broken Bones,soul,spotify:artist:4fXkvh05wFhuH77MfD4m9o,4fXkvh05wFhuH77MfD4m9o
Galimatias,soul,spotify:artist:0tOrKkXIn3VYyVHFEPG6Xd,0tOrKkXIn3VYyVHFEPG6Xd
Jamie Foxx,soul,spotify:artist:7LnaAXbDVIL75IVPnndf7w,7LnaAXbDVIL75IVPnndf7w
Macy Gray,soul,spotify:artist:4ylR3zwA0zaapAu94fktwa,4ylR3zwA0zaapAu94fktwa
The Spinners,soul,spotify:artist:5fbhwqYYh4YwUoEs582mq5,5fbhwqYYh4YwUoEs582mq5
Luther Vandross,soul,spotify:artist:19y5MFBH7gohEdGwKM7QsP,19y5MFBH7gohEdGwKM7QsP
Dan Caplen,soul,spotify:artist:2U3FuHYvL3vhkbDAXm24Ep,2U3FuHYvL3vhkbDAXm24Ep
Kasbo,soul,spotify:artist:1ikID9RZZMvkuBGDWrqajq,1ikID9RZZMvkuBGDWrqajq
James Brown,soul,spotify:artist:7GaxyUddsPok8BuhxN6OUW,7GaxyUddsPok8BuhxN6OUW
Mavis Staples,soul,spotify:artist:0cTSCsVx04SSht9V6cpKN0,0cTSCsVx04SSht9V6cpKN0
88GLAM,soul,spotify:artist:2I9SLklAOG0vdMiUUMNxRl,2I9SLklAOG0vdMiUUMNxRl
Elliott Trent,soul,spotify:artist:4U6sGpoCZvYkwmwB3VtRTW,4U6sGpoCZvYkwmwB3VtRTW
Tobi Lou,soul,spotify:artist:4T8NIfZmVY6TJFqVzN6X49,4T8NIfZmVY6TJFqVzN6X49
Commodores,soul,spotify:artist:6twIAGnYuIT1pncMAsXnEm,6twIAGnYuIT1pncMAsXnEm
ODIE